year,cert,namefull,branname,address,city,stalp,zipbr,depsumbr,bkclass,bkmo,uninumbr
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,2362 Main St,Charlotte,NC,96413,10408627,SM,N,100199
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,2750 Main St,Charlotte,NC,23143,8012907,SM,N,100200
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,5644 Main St,Charlotte,NC,82165,10443222,SM,N,100201
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,186 Main St,Charlotte,NC,21939,10280187,SM,N,100202
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA Main,7233 Main St,New York,NY,21552,19452052,SM,Y,100203
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Limited Service,1411 Main St,New York,NY,89826,8575242,SM,N,100204
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,6664 Main St,New York,NY,90473,11086404,SM,N,100205
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,1041 Main St,New York,NY,32973,20033948,SM,N,100206
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Limited Service,8589 Main St,New York,NY,47487,5314789,SM,N,100207
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,8464 Main St,New York,NY,77608,17259944,SM,N,100208
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,690 Main St,New York,NY,57151,7767507,SM,N,100209
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,2679 Main St,New York,NY,21382,5153772,SM,N,100210
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Limited Service,6574 Main St,New York,NY,63143,10604452,SM,N,100211
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,1224 Main St,New York,NY,21818,5386717,SM,N,100212
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,9650 Main St,New York,NY,55625,17967545,SM,N,100213
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Limited Service,3287 Main St,New York,NY,69606,8645149,SM,N,100214
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,2967 Main St,New York,NY,63363,5221190,SM,N,100215
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,4921 Main St,New York,NY,54560,6267553,SM,N,100216
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,8913 Main St,New York,NY,85352,19928585,SM,N,100217
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,6278 Main St,New York,NY,83815,11989226,SM,N,100218
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,7617 Main St,New York,NY,99337,16850785,SM,N,100219
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,7996 Main St,New York,NY,25239,18465874,SM,N,100220
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,3710 Main St,New York,NY,98724,11060873,SM,N,100221
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Limited Service,5885 Main St,New York,NY,77699,11520493,SM,N,100222
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,4167 Main St,New York,NY,47655,18004809,SM,N,100223
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Limited Service,5703 Main St,New York,NY,19965,15556623,SM,N,100224
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Limited Service,3680 Main St,New York,NY,85197,9998043,SM,N,100225
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,3215 Main St,New York,NY,75404,19780419,SM,N,100226
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,4448 Main St,New York,NY,37102,16510246,SM,N,100227
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,5933 Main St,New York,NY,30446,18047499,SM,N,100228
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,8171 Main St,New York,NY,90455,19364405,SM,N,100229
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Full Service,8001 Main St,New York,NY,58653,19948416,SM,N,100230
2024,10008,Goldman Sachs Bank USA,Goldman Sachs Bank USA - New York Limited Service,9512 Main St,New York,NY,46009,19023515,SM,N,100231
2024,10009,Capital One N.A.,Capital One N.A. Main,8474 Main St,Richmond,VA,46735,19961922,N,Y,100232
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Full Service,2201 Main St,Richmond,VA,17097,16413703,N,N,100233
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,633 Main St,Richmond,VA,75860,19284163,N,N,100234
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,2963 Main St,Richmond,VA,69925,18083560,N,N,100235
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Full Service,5271 Main St,Richmond,VA,11103,12899736,N,N,100236
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Full Service,9619 Main St,Richmond,VA,23205,8242214,N,N,100237
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,4354 Main St,Richmond,VA,34530,14332398,N,N,100238
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Full Service,5721 Main St,Richmond,VA,57962,9130776,N,N,100239
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,6966 Main St,Richmond,VA,58799,11471782,N,N,100240
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,3047 Main St,Richmond,VA,84895,9285616,N,N,100241
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Full Service,1736 Main St,Richmond,VA,45382,15441798,N,N,100242
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Full Service,6340 Main St,Richmond,VA,35698,11597151,N,N,100243
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Full Service,259 Main St,Richmond,VA,33148,7315045,N,N,100244
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,8570 Main St,Richmond,VA,79990,7086657,N,N,100245
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,9310 Main St,Richmond,VA,84427,9594721,N,N,100246
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,2776 Main St,Richmond,VA,17869,6548924,N,N,100247
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,1677 Main St,Richmond,VA,68963,12268553,N,N,100248
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,9280 Main St,Richmond,VA,83071,10517701,N,N,100249
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,2086 Main St,Richmond,VA,56018,5350061,N,N,100250
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Full Service,8921 Main St,Richmond,VA,32877,13773657,N,N,100251
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,8463 Main St,Richmond,VA,73896,9974289,N,N,100252
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Full Service,4794 Main St,Richmond,VA,70784,10822327,N,N,100253
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Full Service,5627 Main St,Richmond,VA,65288,14753571,N,N,100254
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Full Service,5729 Main St,Richmond,VA,39912,6248026,N,N,100255
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,4482 Main St,Richmond,VA,89349,14941907,N,N,100256
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,6050 Main St,Richmond,VA,86928,18496995,N,N,100257
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,478 Main St,Richmond,VA,26389,7584239,N,N,100258
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Full Service,1411 Main St,Richmond,VA,37600,8861716,N,N,100259
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Limited Service,1145 Main St,Richmond,VA,72021,6610042,N,N,100260
2024,10009,Capital One N.A.,Capital One N.A. - Richmond Full Service,8684 Main St,Richmond,VA,20911,16728256,N,N,100261
2024,10010,TD Bank N.A.,TD Bank N.A. Main,1481 Main St,Wilmington,DE,95830,11139611,N,Y,100262
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Limited Service,4755 Main St,Wilmington,DE,68085,6588087,N,N,100263
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,2895 Main St,Wilmington,DE,13744,10069950,N,N,100264
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,5428 Main St,Wilmington,DE,72410,8080712,N,N,100265
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,9087 Main St,Wilmington,DE,68306,14848251,N,N,100266
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,9780 Main St,Wilmington,DE,88326,10216833,N,N,100267
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,9340 Main St,Wilmington,DE,67013,12671156,N,N,100268
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Limited Service,3821 Main St,Wilmington,DE,21738,9542019,N,N,100269
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Limited Service,4356 Main St,Wilmington,DE,30410,8185408,N,N,100270
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,2333 Main St,Wilmington,DE,55073,3903819,N,N,100271
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Limited Service,8159 Main St,Wilmington,DE,72530,10167791,N,N,100272
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,4899 Main St,Wilmington,DE,88250,12869699,N,N,100273
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,3189 Main St,Wilmington,DE,63967,10321324,N,N,100274
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Limited Service,6485 Main St,Wilmington,DE,59592,6828575,N,N,100275
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Limited Service,4024 Main St,Wilmington,DE,77713,4830142,N,N,100276
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Limited Service,8815 Main St,Wilmington,DE,45235,11495012,N,N,100277
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,3088 Main St,Wilmington,DE,27907,13895489,N,N,100278
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,7518 Main St,Wilmington,DE,45669,11359615,N,N,100279
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,2592 Main St,Wilmington,DE,16505,7656903,N,N,100280
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,4722 Main St,Wilmington,DE,45283,15287017,N,N,100281
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,234 Main St,Wilmington,DE,40514,9035814,N,N,100282
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,3658 Main St,Wilmington,DE,54815,4075140,N,N,100283
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Limited Service,8265 Main St,Wilmington,DE,58679,13102179,N,N,100284
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,5510 Main St,Wilmington,DE,20515,13168909,N,N,100285
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,6529 Main St,Wilmington,DE,19356,7023019,N,N,100286
2024,10010,TD Bank N.A.,TD Bank N.A. - Wilmington Full Service,4197 Main St,Wilmington,DE,60014,6152967,N,N,100287
2024,10011,Western Oregon Federal Savings,Western Oregon Federal Savings Main,4178 Main St,Portland,OR,60436,111641,N,Y,100288
2024,10012,Atlantic Utah Trust Company,Atlantic Utah Trust Company Main,649 Main St,Salt Lake City,UT,36106,25537,NM,Y,100289
2024,10012,Atlantic Utah Trust Company,Atlantic Utah Trust Company - Salt Lake City Full Service,8638 Main St,Salt Lake City,UT,97294,26333,NM,N,100290
2024,10012,Atlantic Utah Trust Company,Atlantic Utah Trust Company - Salt Lake City Limited Service,5213 Main St,Salt Lake City,UT,52344,17227,NM,N,100291
2024,10012,Atlantic Utah Trust Company,Atlantic Utah Trust Company - Salt Lake City Full Service,9104 Main St,Salt Lake City,UT,78278,25313,NM,N,100292
2024,10013,Coastal New Jersey National Bank,Coastal New Jersey National Bank Main,4995 Main St,Newark,NJ,36047,516389,NM,Y,100293
2024,10014,Western Bank & Trust of Birmingham,Western Bank & Trust of Birmingham Main,3668 Main St,Birmingham,AL,24801,264646,SA,Y,100294
2024,10014,Western Bank & Trust of Birmingham,Western Bank & Trust of Birmingham - Birmingham Full Service,346 Main St,Birmingham,AL,31936,169687,SA,N,100295
2024,10014,Western Bank & Trust of Birmingham,Western Bank & Trust of Birmingham - Birmingham Full Service,4082 Main St,Birmingham,AL,11170,100151,SA,N,100296
2024,10015,Sovereign Savings Bank of Stamford,Sovereign Savings Bank of Stamford Main,2639 Main St,Hartford,CT,58679,1883343,N,Y,100297
2024,10015,Sovereign Savings Bank of Stamford,Sovereign Savings Bank of Stamford - Hartford Full Service,1597 Main St,Hartford,CT,99908,905104,N,N,100298
2024,10015,Sovereign Savings Bank of Stamford,Sovereign Savings Bank of Stamford - Hartford Full Service,5924 Main St,Hartford,CT,94485,725116,N,N,100299
2024,10016,Federal Financial of Atlanta,Federal Financial of Atlanta Main,3912 Main St,Atlanta,GA,51515,11197,SA,Y,100300
2024,10016,Federal Financial of Atlanta,Federal Financial of Atlanta - Atlanta Limited Service,449 Main St,Atlanta,GA,59514,26009,SA,N,100301
2024,10017,River Federal Savings of Nashville,River Federal Savings of Nashville Main,746 Main St,Nashville,TN,73609,5704,N,Y,100302
2024,10017,River Federal Savings of Nashville,River Federal Savings of Nashville - Nashville Full Service,8129 Main St,Nashville,TN,34874,6134,N,N,100303
2024,10017,River Federal Savings of Nashville,River Federal Savings of Nashville - Nashville Full Service,7774 Main St,Nashville,TN,46087,6651,N,N,100304
2024,10018,Pioneer National Bank of Boise,Pioneer National Bank of Boise Main,2639 Main St,Boise,ID,68901,6032,NM,Y,100305
2024,10018,Pioneer National Bank of Boise,Pioneer National Bank of Boise - Boise Limited Service,7539 Main St,Boise,ID,10094,13122,NM,N,100306
2024,10018,Pioneer National Bank of Boise,Pioneer National Bank of Boise - Boise Full Service,406 Main St,Boise,ID,91229,7781,NM,N,100307
2024,10018,Pioneer National Bank of Boise,Pioneer National Bank of Boise - Boise Full Service,1137 Main St,Boise,ID,96283,8580,NM,N,100308
2024,10018,Pioneer National Bank of Boise,Pioneer National Bank of Boise - Boise Full Service,8251 Main St,Boise,ID,82281,12859,NM,N,100309
2024,10019,Patriot Bank & Trust of Newark,Patriot Bank & Trust of Newark Main,5376 Main St,Newark,NJ,24478,310986,NM,Y,100310
2024,10019,Patriot Bank & Trust of Newark,Patriot Bank & Trust of Newark - Newark Full Service,817 Main St,Newark,NJ,27009,470426,NM,N,100311
2024,10019,Patriot Bank & Trust of Newark,Patriot Bank & Trust of Newark - Newark Full Service,8052 Main St,Newark,NJ,35115,253845,NM,N,100312
2024,10019,Patriot Bank & Trust of Newark,Patriot Bank & Trust of Newark - Newark Full Service,6466 Main St,Newark,NJ,96235,428762,NM,N,100313
2024,10019,Patriot Bank & Trust of Newark,Patriot Bank & Trust of Newark - Newark Full Service,9771 Main St,Newark,NJ,43546,453870,NM,N,100314
2024,10020,Allied Nevada Bank,Allied Nevada Bank Main,1261 Main St,Las Vegas,NV,11715,40544,N,Y,100315
2024,10021,National Pennsylvania Savings Bank,National Pennsylvania Savings Bank Main,1410 Main St,Philadelphia,PA,71349,382855,SA,Y,100316
2024,10021,National Pennsylvania Savings Bank,National Pennsylvania Savings Bank - Philadelphia Limited Service,6914 Main St,Philadelphia,PA,58374,270467,SA,N,100317
2024,10022,Heritage Community Bank of Austin,Heritage Community Bank of Austin Main,1253 Main St,Houston,TX,49833,330991,SA,Y,100318
2024,10023,Heritage Colorado Financial,Heritage Colorado Financial Main,1691 Main St,Denver,CO,23267,89409,SB,Y,100319
2024,10024,Pioneer Virginia Trust Company,Pioneer Virginia Trust Company Main,8721 Main St,Richmond,VA,96098,309706,N,Y,100320
2024,10024,Pioneer Virginia Trust Company,Pioneer Virginia Trust Company - Richmond Full Service,3031 Main St,Richmond,VA,83193,567915,N,N,100321
2024,10024,Pioneer Virginia Trust Company,Pioneer Virginia Trust Company - Richmond Full Service,9546 Main St,Richmond,VA,56918,259975,N,N,100322
2024,10024,Pioneer Virginia Trust Company,Pioneer Virginia Trust Company - Richmond Full Service,1805 Main St,Richmond,VA,31864,591562,N,N,100323
2024,10024,Pioneer Virginia Trust Company,Pioneer Virginia Trust Company - Richmond Full Service,5629 Main St,Richmond,VA,96184,435353,N,N,100324
2024,10024,Pioneer Virginia Trust Company,Pioneer Virginia Trust Company - Richmond Full Service,7358 Main St,Richmond,VA,56179,788946,N,N,100325
2024,10025,First Savings Bank of Little Rock,First Savings Bank of Little Rock Main,6855 Main St,Little Rock,AR,93000,139207,N,Y,100326
2024,10025,First Savings Bank of Little Rock,First Savings Bank of Little Rock - Little Rock Full Service,4043 Main St,Little Rock,AR,83812,77601,N,N,100327
2024,10025,First Savings Bank of Little Rock,First Savings Bank of Little Rock - Little Rock Limited Service,4262 Main St,Little Rock,AR,57187,129856,N,N,100328
2024,10026,National DC Bank & Trust,National DC Bank & Trust Main,103 Main St,Washington,DC,14543,192214,SB,Y,100329
2024,10026,National DC Bank & Trust,National DC Bank & Trust - Washington Full Service,2313 Main St,Washington,DC,49562,51969,SB,N,100330
2024,10026,National DC Bank & Trust,National DC Bank & Trust - Washington Limited Service,3619 Main St,Washington,DC,51275,195866,SB,N,100331
2024,10026,National DC Bank & Trust,National DC Bank & Trust - Washington Full Service,9171 Main St,Washington,DC,77013,171778,SB,N,100332
2024,10026,National DC Bank & Trust,National DC Bank & Trust - Washington Full Service,5927 Main St,Washington,DC,30461,55155,SB,N,100333
2024,10026,National DC Bank & Trust,National DC Bank & Trust - Washington Limited Service,9638 Main St,Washington,DC,42749,104109,SB,N,100334
2024,10026,National DC Bank & Trust,National DC Bank & Trust - Washington Limited Service,1605 Main St,Washington,DC,84774,170104,SB,N,100335
2024,10026,National DC Bank & Trust,National DC Bank & Trust - Washington Full Service,1364 Main St,Washington,DC,52558,185980,SB,N,100336
2024,10026,National DC Bank & Trust,National DC Bank & Trust - Washington Full Service,9540 Main St,Washington,DC,22499,122123,SB,N,100337
2024,10026,National DC Bank & Trust,National DC Bank & Trust - Washington Full Service,9541 Main St,Washington,DC,60010,158170,SB,N,100338
2024,10027,Patriot Savings Bank of Phoenix,Patriot Savings Bank of Phoenix Main,5578 Main St,Phoenix,AZ,55603,67841,N,Y,100339
2024,10028,Federal National Bank of Grand Rapids,Federal National Bank of Grand Rapids Main,2074 Main St,Detroit,MI,39716,29478,NM,Y,100340
2024,10028,Federal National Bank of Grand Rapids,Federal National Bank of Grand Rapids - Detroit Full Service,6366 Main St,Detroit,MI,17094,25912,NM,N,100341
2024,10028,Federal National Bank of Grand Rapids,Federal National Bank of Grand Rapids - Detroit Full Service,8946 Main St,Detroit,MI,84044,8737,NM,N,100342
2024,10028,Federal National Bank of Grand Rapids,Federal National Bank of Grand Rapids - Detroit Limited Service,3717 Main St,Detroit,MI,30079,19497,NM,N,100343
2024,10029,Pacific Federal Bank of Worcester,Pacific Federal Bank of Worcester Main,9850 Main St,Boston,MA,85399,106045,N,Y,100344
2024,10030,Capital National Bank of Worcester,Capital National Bank of Worcester Main,4847 Main St,Boston,MA,61684,6175,SM,Y,100345
2024,10030,Capital National Bank of Worcester,Capital National Bank of Worcester - Boston Full Service,7896 Main St,Boston,MA,84899,7443,SM,N,100346
2024,10030,Capital National Bank of Worcester,Capital National Bank of Worcester - Boston Full Service,1493 Main St,Boston,MA,62235,8144,SM,N,100347
2024,10030,Capital National Bank of Worcester,Capital National Bank of Worcester - Boston Full Service,2309 Main St,Boston,MA,73035,5155,SM,N,100348
2024,10030,Capital National Bank of Worcester,Capital National Bank of Worcester - Boston Limited Service,9460 Main St,Boston,MA,35703,8101,SM,N,100349
2024,10031,Citizens Alabama Bank & Trust,Citizens Alabama Bank & Trust Main,4462 Main St,Birmingham,AL,66369,80648,SM,Y,100350
2024,10031,Citizens Alabama Bank & Trust,Citizens Alabama Bank & Trust - Birmingham Full Service,1567 Main St,Birmingham,AL,24749,176171,SM,N,100351
2024,10031,Citizens Alabama Bank & Trust,Citizens Alabama Bank & Trust - Birmingham Limited Service,3220 Main St,Birmingham,AL,52039,97873,SM,N,100352
2024,10031,Citizens Alabama Bank & Trust,Citizens Alabama Bank & Trust - Birmingham Full Service,5094 Main St,Birmingham,AL,32184,138522,SM,N,100353
2024,10031,Citizens Alabama Bank & Trust,Citizens Alabama Bank & Trust - Birmingham Full Service,7345 Main St,Birmingham,AL,91681,161803,SM,N,100354
2024,10032,Heritage Federal Savings of Grand Rapids,Heritage Federal Savings of Grand Rapids Main,3925 Main St,Detroit,MI,36173,7419,N,Y,100355
2024,10032,Heritage Federal Savings of Grand Rapids,Heritage Federal Savings of Grand Rapids - Detroit Full Service,1505 Main St,Detroit,MI,24728,21404,N,N,100356
2024,10033,Trust Trust Company of Newark,Trust Trust Company of Newark Main,2519 Main St,Newark,NJ,47707,677413,N,Y,100357
2024,10034,Northern Financial of Newark,Northern Financial of Newark Main,1923 Main St,Newark,NJ,49992,86170,NM,Y,100358
2024,10035,Liberty California Trust Company,Liberty California Trust Company Main,3524 Main St,San Francisco,CA,80517,70319,N,Y,100359
2024,10035,Liberty California Trust Company,Liberty California Trust Company - San Francisco Full Service,4337 Main St,San Francisco,CA,81932,173735,N,N,100360
2024,10035,Liberty California Trust Company,Liberty California Trust Company - San Francisco Full Service,2415 Main St,San Francisco,CA,97590,209973,N,N,100361
2024,10035,Liberty California Trust Company,Liberty California Trust Company - San Francisco Limited Service,8731 Main St,San Francisco,CA,15699,180959,N,N,100362
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore Main,3388 Main St,Baltimore,MD,90997,1655427,NM,Y,100363
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Full Service,236 Main St,Baltimore,MD,18729,3358852,NM,N,100364
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Full Service,6001 Main St,Baltimore,MD,24141,2544061,NM,N,100365
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Limited Service,6432 Main St,Baltimore,MD,40299,5052174,NM,N,100366
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Full Service,1731 Main St,Baltimore,MD,51347,5511644,NM,N,100367
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Full Service,3154 Main St,Baltimore,MD,36066,3639074,NM,N,100368
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Full Service,452 Main St,Baltimore,MD,15210,5300165,NM,N,100369
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Full Service,8127 Main St,Baltimore,MD,61563,2685506,NM,N,100370
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Full Service,5865 Main St,Baltimore,MD,56580,2861602,NM,N,100371
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Full Service,8312 Main St,Baltimore,MD,46159,5593196,NM,N,100372
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Full Service,6443 Main St,Baltimore,MD,13862,2486708,NM,N,100373
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Full Service,6536 Main St,Baltimore,MD,96105,2040830,NM,N,100374
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Full Service,8631 Main St,Baltimore,MD,98866,4473550,NM,N,100375
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Limited Service,2602 Main St,Baltimore,MD,65897,2413839,NM,N,100376
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Full Service,8983 Main St,Baltimore,MD,27271,2787990,NM,N,100377
2024,10036,Eastern Community Bank of Baltimore,Eastern Community Bank of Baltimore - Baltimore Full Service,8969 Main St,Baltimore,MD,99659,1985578,NM,N,100378
2024,10037,River Bank of Austin,River Bank of Austin Main,8682 Main St,Houston,TX,27727,253926,N,Y,100379
2024,10037,River Bank of Austin,River Bank of Austin - Houston Full Service,9354 Main St,Houston,TX,30715,391195,N,N,100380
2024,10038,Northern National Bank of Topeka,Northern National Bank of Topeka Main,2039 Main St,Wichita,KS,34134,42414,SA,Y,100381
2024,10038,Northern National Bank of Topeka,Northern National Bank of Topeka - Wichita Full Service,5321 Main St,Wichita,KS,64269,50497,SA,N,100382
2024,10038,Northern National Bank of Topeka,Northern National Bank of Topeka - Wichita Limited Service,4585 Main St,Wichita,KS,29917,36969,SA,N,100383
2024,10039,Lake Federal Savings of Stamford,Lake Federal Savings of Stamford Main,529 Main St,Hartford,CT,90213,15660,N,Y,100384
2024,10039,Lake Federal Savings of Stamford,Lake Federal Savings of Stamford - Hartford Full Service,3883 Main St,Hartford,CT,88166,30331,N,N,100385
2024,10040,Central Nebraska Federal Savings,Central Nebraska Federal Savings Main,5986 Main St,Omaha,NE,20417,389534,N,Y,100386
2024,10040,Central Nebraska Federal Savings,Central Nebraska Federal Savings - Omaha Full Service,7780 Main St,Omaha,NE,95140,318912,N,N,100387
2024,10041,Farmers Bank of Salt Lake City,Farmers Bank of Salt Lake City Main,8151 Main St,Salt Lake City,UT,72108,380560,NM,Y,100388
2024,10041,Farmers Bank of Salt Lake City,Farmers Bank of Salt Lake City - Salt Lake City Full Service,628 Main St,Salt Lake City,UT,63554,169048,NM,N,100389
2024,10041,Farmers Bank of Salt Lake City,Farmers Bank of Salt Lake City - Salt Lake City Limited Service,3746 Main St,Salt Lake City,UT,97993,412042,NM,N,100390
2024,10041,Farmers Bank of Salt Lake City,Farmers Bank of Salt Lake City - Salt Lake City Full Service,7297 Main St,Salt Lake City,UT,90879,128238,NM,N,100391
2024,10041,Farmers Bank of Salt Lake City,Farmers Bank of Salt Lake City - Salt Lake City Full Service,7596 Main St,Salt Lake City,UT,42346,211306,NM,N,100392
2024,10041,Farmers Bank of Salt Lake City,Farmers Bank of Salt Lake City - Salt Lake City Limited Service,6332 Main St,Salt Lake City,UT,51012,356190,NM,N,100393
2024,10041,Farmers Bank of Salt Lake City,Farmers Bank of Salt Lake City - Salt Lake City Full Service,9470 Main St,Salt Lake City,UT,87831,408492,NM,N,100394
2024,10041,Farmers Bank of Salt Lake City,Farmers Bank of Salt Lake City - Salt Lake City Full Service,7585 Main St,Salt Lake City,UT,15559,142100,NM,N,100395
2024,10042,Federal Savings Bank of Nashville,Federal Savings Bank of Nashville Main,743 Main St,Nashville,TN,83098,510802,N,Y,100396
2024,10042,Federal Savings Bank of Nashville,Federal Savings Bank of Nashville - Nashville Full Service,907 Main St,Nashville,TN,34884,426000,N,N,100397
2024,10042,Federal Savings Bank of Nashville,Federal Savings Bank of Nashville - Nashville Limited Service,5089 Main St,Nashville,TN,47475,283629,N,N,100398
2024,10042,Federal Savings Bank of Nashville,Federal Savings Bank of Nashville - Nashville Full Service,993 Main St,Nashville,TN,77760,293100,N,N,100399
2024,10042,Federal Savings Bank of Nashville,Federal Savings Bank of Nashville - Nashville Limited Service,7500 Main St,Nashville,TN,21854,451104,N,N,100400
