cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"5358","0","34452","1122543","The First National Bank of Park Falls","Park Falls","WI","54552","3/31/2015","5/17/2015","N","2nd Ave. & Division St.","PARK FALLS AGENCY, INC.","3","0","0","8","1","Price","","","2/26/1914","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","firstnationalbankparkfalls.com","32","135276","7618","4906","49440","4000","67795","625","0","2041","332","0","4050","135276","120769","120585","108137","120585","71.0461742518445","0","0","0","0","184","14507","14507","0","163","1738","12606","0","725","0","571","126141","49134","132391.5","132391.5","73548","134633","2379","1386","0","993","7545","806","0","0","6569","13640","625","6569","0"
"4177","52809","639651","1055397","The First National Bank of Pawnee","Pawnee","OK","74058","3/31/2015","5/17/2015","N","601 Harrison Street","GEORGE MADISON CORPORATION, THE","1","0","0","2","1","Pawnee","46140","Tulsa, OK","2/8/1894","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","fnbpawnee.com","22","69195","7345","5601","34102","4420","21956","864","0","472","161","0","739","69194","61084","61030","44470","61030","76.4980506503293","0","0","0","0","54","8110","8110","0","150","850","7110","0","214","0","394","66079","33084","69128","69128","34612","69851","0","0","0","0","989","697","0","0","3338","7935","437","3338","0"
"6787","0","719030","2942805","The First National Bank of Peterstown","Peterstown","WV","24963","3/31/2015","5/17/2015","N","220 Market Street","PETERSTOWN BANCORP, INC.","1","0","0","5","0","Monroe","","","1/27/1910","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.fnbpeterstown.com","12","62486","2777","475","24657","1973","29984","457","0","2265","0","0","830","62486","55318","54942","37519","54942","97.1237811090089","0","0","0","0","376","7168","7168","0","40","400","6728","0","397","0","213","57089","29681","62528","62528","28046","62561","223","223","0","0","2031","811","0","0","768","7209","351","768","0"
"5006","13028","968744","2524911","The First National Bank of Pontotoc","Pontotoc","MS","38863","3/31/2015","5/17/2015","N","19 South Main Street","PONTOTOC BANCSHARES CORP.","3","0","0","7","0","Pontotoc","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","http://www.1stnbpontotoc.com","68","277691","43420","34508","110832","0","108728","1315","0","5035","598","0","9078","277691","242353","239118","226236","239118","73.657309310966","0","0","1660","0","1575","35338","35338","0","330","21000","14008","0","1315","0","1309","254068","81596","267455","267455","131937","268935","5617","3739","0","1878","23763","256","1660","0","11640","35302","1315","11640","0"
"7704","12798","20512","3962060","The First National Bank of Port Allegany","Port Allegany","PA","16743","3/31/2015","5/17/2015","N","64 Main Street","FNBPA BANCORP, INC.","3","0","0","8","0","Mckean","","","4/19/1888","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","http://www.fnbpa.com","23","96117","3130","100","37656","3331","45605","551","0","696","172","0","5527","96117","85799","79852","59655","79852","85.8371731944305","0","0","0","0","5947","10318","10318","0","410","775","9133","0","1310","0","434","86692","52632","94754","94754","53029","94564","0","0","0","0","2548","1006","0","0","3892","10318","554","3892","0"
"13567","14496","138725","2183886","The First National Bank of Powhatan Point","Powhatan Point","OH","43942","3/31/2015","5/17/2015","N","345 Highway 7 North","POWHATAN POINT COMMUNITY BANCSHARES, INC.","1","0","0","7","0","Belmont","48540","Wheeling, WV-OH","3/9/1905","1/6/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.fnbpowhatan.com","8","47024","3620","2102","24935","8183","8930","169","0","446","0","0","910","47024","42835","42529","27547","42529","81.5279736718383","0","0","0","0","306","4189","4189","0","454","746","2989","0","0","0","160","44150","10557","46528","46528","16386","46291","554","554","0","0","0","729","0","0","1399","3961","169","1399","0"
"4494","0","343248","0","The First National Bank of Primghar","Primghar","IA","51245","3/31/2015","5/17/2015","N","108 South Hayes Avenue","","1","0","0","2","0","Obrien","","","11/11/1889","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","http://www.fnbprimghar.com","7","32909","1029","0","10911","0","20337","300","0","184","0","0","448","32909","27882","25326","21319","25326","97.0403693619036","0","0","2500","0","56","5027","5027","0","36","191","4800","0","0","0","205","31248","1517","33144.5","33144.5","23644","33351","0","0","0","0","632","0","2500","0","3216","4878","296","3216","0"
"5232","0","731957","0","The First National Bank of Proctor","Proctor","MN","55810","3/31/2015","5/17/2015","N","211 2nd Street","","1","0","0","8","0","Saint Louis","20260","Duluth, MN-WI","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.proctorbank.com","8","21533","5039","4800","2528","0","13212","90","0","71","560","0","123","21533","19172","19133","14672","19133","96.8650399707404","0","0","0","0","39","2361","2361","0","56","100","2205","0","0","0","59","20540","3216","21466","21466","20422","21760","0","0","0","0","0","407","0","0","850","2321","90","850","0"
"3401","0","644963","3141034","The First National Bank of Quitaque","Quitaque","TX","79255","3/31/2015","5/17/2015","N","Main And First Streets","QUITAQUE NATIONAL CORPORATION","1","0","0","2","0","Briscoe","","","8/20/1920","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.fnbquitaque.com","11","53570","17231","14909","12186","0","21787","316","0","138","0","0","2228","53570","45942","45408","31264","45408","90.8604635805323","0","0","0","0","534","7628","7628","0","50","150","7428","0","202","0","361","48882","915","53149","53149","27547","53760","1619","1619","0","0","0","131","0","0","5752","7598","321","5752","0"
"3830","12205","421445","1131303","The First National Bank of Raymond","Raymond","IL","62560","3/31/2015","5/17/2015","N","403 East Broad Street","RAYMOND BANCORP, INC.","5","0","0","2","1","Montgomery","","","10/1/1903","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","www.fnbraymond.com","39","143946","2760","172","49837","91","87969","692","0","1119","6","258","1906","143946","128927","128777","101224","128777","92.6406993625925","0","0","0","0","150","15019","15019","0","520","4150","10349","0","314","0","1063","138069","56835","143488.5","143488.5","96972","145000","0","0","0","0","5332","2489","0","0","15772","15054","692","15772","0"
"13841","0","590145","0","The First National Bank of Rembrandt","Rembrandt","IA","50576","3/31/2015","5/17/2015","N","101 E Main St","","1","0","0","2","0","Buena Vista","","","5/15/1915","2/2/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","","8","55924","11610","9491","11684","0","32029","496","0","117","63","0","421","55924","46328","45867","37686","45867","86.8994206560091","0","0","274","0","187","9596","9596","0","22","134","9440","0","393","0","362","53204","6727","55150.5","55150.5","33883","54849","0","0","0","0","600","0","0","0","520","9569","424","520","0"
"5364","0","956255","2577159","The First National Bank of River Falls","River Falls","WI","54022","3/31/2015","5/17/2015","N","104 East Locust Street","FIRST NATIONAL BANCORP OF RIVER FALLS, INC.","4","0","0","4","1","Pierce","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/4/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","http://www.fnbrf.com","67","275319","9671","6755","86502","1497","166097","2005","0","2056","1172","0","8324","275319","243906","224769","188353","224769","80.0480427046263","5139","0","13323","0","675","31413","31413","0","1100","1020","29293","0","1982","359","1122","260851","106728","273527","273527","159520","276959","5313","2387","0","2926","9867","1006","13323","613","20598","29814","1997","20598","0"
"2767","15385","173641","1099140","The First National Bank of Russell Springs","Russell Springs","KY","42642","3/31/2015","5/17/2015","N","Highways 127 And 80","FIRST BANCORP, INC.","3","0","0","8","0","Russell","","","1/1/1906","1/1/1934","12/12/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","www.fnbrs.com","36","207296","20331","8053","101535","0","81062","3332","0","1375","808","0","2185","207296","180676","179284","148601","179284","78.1573331698973","0","0","82","0","1310","26620","26620","0","900","1000","24720","0","6536","0","1253","190650","91427","205334","205334","106832","204656","0","0","0","0","11255","3206","82","0","10307","25648","1360","10307","0"
"3834","0","122546","1139523","The First National Bank of Sandoval","Sandoval","IL","62882","3/31/2015","5/17/2015","N","302 North Main Street","FIRST SANDOVAL BANCORP, INC.","1","0","0","8","1","Marion","","","6/1/1910","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.fnbofsandoval.com","13","46149","4532","1650","16247","3700","20612","321","0","133","0","0","925","46149","40958","40862","30972","40862","95.9878731571355","0","0","0","0","96","5191","5191","0","50","200","4941","0","450","0","193","42209","19296","45548.5","45548.5","24043","46103","534","534","0","0","732","53","0","0","19","4848","300","19","0"
"2239","11698","787253","4135209","The First National Bank of Santa Fe","Albuquerque","NM","87104","3/31/2015","5/17/2015","N","2101 Mountain Road Suite B","STRATEGIC GROWTH BANK INCORPORATED","30","0","1","4","0","Bernalillo","10740","Albuquerque, NM","12/13/1870","1/1/1934","11/1/2013","Stock","0","1","OCC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","www.firstnationalsantafe.com","300","1691807","127980","103057","427376","0","951288","7503","0","38315","12012","90950","43886","1691808","1431251","1373505","1225706","1373505","85.5829721082831","0","0","50000","0","7746","260557","260557","0","1100","261916","-2459","0","16211","0","4632","1481721","436592","1706437.5","1706437.5","1260144","1614937","22135","22135","0","0","102298","3034","50000","460","234989","173259","7653","234989","762"
"4769","15726","414652","2260095","The First National Bank of Scott City","Scott City","KS","67871","3/31/2015","5/17/2015","N","501 Main Street","HOEME FAMILY PARTNERSHIP","1","0","0","2","0","Scott","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.fnbscott.com","22","117953","3915","2109","31986","0","76639","1011","0","1339","54","0","4020","117953","104827","103243","77115","103243","82.8795243720588","562","0","677","0","345","13126","13126","0","1000","3283","8843","0","533","0","1252","110734","32127","118279.5","118279.5","94276","119090","1795","1795","0","0","3410","3450","677","0","43752","12875","1011","43752","0"
"4770","0","195157","0","The First National Bank of Sedan","Sedan","KS","67361","3/31/2015","5/17/2015","N","101 West Main Street","","1","0","0","2","1","Chautauqua","","","3/13/1874","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.fnbsedan@fnbofsedan.com","17","65103","16329","15175","32409","0","15285","306","0","216","386","0","478","65103","59033","43311","31647","43311","88.6409783110291","15624","0","0","0","98","6070","6070","0","400","400","5270","0","63","0","337","62869","26343","63641","63641","26250","62750","0","0","0","0","18375","933","0","0","2964","5832","306","2964","0"
"5529","0","342362","2112439","The First National Bank of Shiner","Shiner","TX","77984","3/31/2015","5/17/2015","N","103 West 7th Street","INDUSTRY BANCSHARES, INC.","3","0","0","2","0","Lavaca","","","11/19/1900","1/1/1934","6/5/2012","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.fnbshiner.com","52","553020","11422","9568","455323","0","68220","1025","0","6403","0","1915","9737","553020","499333","496970","424272","496970","65.0492504836562","0","0","0","0","2363","53687","53687","0","1200","28170","24317","0","22","0","3108","533111","484766","552890","552890","194237","532610","4914","2474","0","2440","45627","11188","0","0","9267","43419","1025","9267","0"
"5531","0","591366","2184333","The First National Bank of Sonora","Sonora","TX","76950","3/31/2015","5/17/2015","N","102 East Main Street","FIRST SONORA BANCSHARES, INC.","4","0","0","4","1","Sutton","","","1/1/1900","1/1/1934","4/7/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://sonorabank.com","98","338432","21209","16870","80763","0","212937","3601","0","7906","1245","2079","12293","338432","303438","294641","200247","294641","78.0803415380752","0","0","6824","0","1973","34994","34994","0","251","14343","20400","0","3696","0","1320","310570","138815","346402.5","346402.5","203323","340685","9033","9033","0","0","24566","2842","6824","468","37380","33090","2555","37380","0"
"17093","0","794336","1250370","The First National Bank of South Miami","South Miami","FL","33143","3/31/2015","5/17/2015","N","5750 Sunset Drive","FIRST MIAMI BANCORP, INC.","5","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","4/3/1952","4/3/1952","3/31/2006","Stock","0","1","OCC","DIF","Atlanta","CHICAGO","South Florida","Atlanta","Southern","Southeast","www.fnbsm.com","96","610659","109003","106990","242055","0","245190","2848","0","7057","0","0","7354","610659","563607","489734","308655","489734","56.5435736319906","73247","0","0","0","626","47052","47052","0","4000","19000","24052","0","695","0","1466","594235","273101","604917","604917","282760","589504","0","0","0","0","89333","5762","0","0","32788","49061","2991","32788","0"
"3837","0","246947","1099421","The First National Bank of Sparta","Sparta","IL","62286","3/31/2015","5/17/2015","N","Broadway And Market Streets","FIRST BANCORP OF SPARTA, LTD.","1","0","0","8","1","Randolph","","","10/2/1885","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.fnbsparta.com","20","79653","2951","1095","35286","1827","34949","510","0","1201","314","0","3125","79653","70390","69276","59999","69276","83.3907143577407","0","0","0","0","1114","9263","9263","0","100","300","8863","0","645","0","326","73157","24983","79563.5","79563.5","36889","80196","2424","2424","0","0","2023","718","0","0","700","9098","461","700","0"
"4774","0","197254","3391642","The First National Bank of Spearville","Spearville","KS","67876","3/31/2015","5/17/2015","N","401 North Main St","SPEARVILLE BANCSHARES, INC.","1","0","0","2","0","Ford","","","2/18/1908","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.fnbspearville.com","6","32111","6958","2925","4348","0","18988","419","0","249","0","1169","399","32111","26684","25654","21603","25654","91.7416540064664","0","0","955","0","75","5427","5427","0","60","4562","805","0","0","0","252","26261","1386","32195","32195","20181","31219","0","0","0","0","1955","0","0","0","2358","4258","254","2358","0"
"5074","11319","381950","0","The First National Bank of St. Ignace","St. Ignace","MI","49781","3/31/2015","5/17/2015","N","132 North State Street","","7","0","0","7","0","Mackinac","","","5/17/1888","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Grand Rapids","Minneapolis","Central","Central","www.fnbsi.com","50","244691","13320","4653","127201","10211","80678","1303","0","1257","2203","337","9484","244691","219698","216280","181423","216280","84.6277487563913","0","0","0","0","3418","24993","24993","0","1000","1000","22993","0","2500","0","1815","222743","55211","241608","241608","143030","238673","5008","5008","0","0","9376","3794","0","0","8352","23764","0","8352","0"
"5536","0","458665","0","The First National Bank of Stanton","Stanton","TX","79782","3/31/2015","5/17/2015","N","119 North St. Peter","","2","0","0","7","0","Martin","33260","Midland, TX","1/1/1906","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.fnbstanton.com","18","156682","33003","28595","72753","2315","46075","1114","0","1537","0","0","999","156682","144257","143563","76536","143563","61.574735141084","0","0","450","0","244","12425","12425","0","1000","1000","10425","0","1079","0","644","149738","25743","153154.5","153154.5","67299","155883","0","0","0","0","8364","62","450","0","12655","12480","846","12655","0"
"5538","0","411062","2940810","The First National Bank of Sterling City","Sterling City","TX","76951","3/31/2015","5/17/2015","N","602 4th St","STERLING CITY BANCSHARES, INC.","3","0","0","7","1","Sterling","","","8/2/1910","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.thefnbsc.com","23","170347","29493","27397","103680","0","32418","396","0","1540","0","414","2802","170347","157590","157524","57371","157524","62.9506448664568","0","0","0","0","66","12757","12757","0","400","3710","8647","0","31","0","622","163495","91436","168420","168420","55078","169303","0","0","0","0","7931","117","0","0","2776","12943","396","2776","0"
"4199","12218","319458","1142288","The First National Bank of Stigler","Stigler","OK","74462","3/31/2015","5/17/2015","N","300 East Main Street","STIGLER BANCORPORATION, INC.","1","0","0","7","1","Haskell","","","4/19/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.fnbstigler.com","22","108423","26314","24102","43340","0","35932","533","0","568","1228","0","1041","108423","99402","99184","66965","99184","79.1667926658401","0","0","0","0","218","9021","9021","0","300","440","8281","0","71","0","458","103374","41699","107586.5","107586.5","47622","107342","292","292","0","0","2588","0","0","0","11034","8298","533","11034","0"
"2526","11912","115100","3431007","The First National Bank of Suffield","Suffield","CT","6078","3/31/2015","5/17/2015","N","30 Bridge Street","FIRST SUFFIELD FINANCIAL, INC.","4","0","0","8","0","Hartford","25540","Hartford-West Hartford-East Hartford, CT","6/1/1864","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","http://WWW.FNBANKSUFFIELD.COM","43","246499","25566","21923","34889","0","175665","1495","0","1843","68","566","7902","246499","221728","216926","159322","216926","83.930209509761","3797","0","0","0","1005","24771","24771","0","125","1000","23646","0","2190","0","799","232477","99404","247643.5","247643.5","148376","249408","5163","0","0","5163","12410","2409","0","1029","31707","25233","1553","31707","0"
"3745","10420","459644","1363887","The First National Bank of Sullivan","Sullivan","IL","61951","3/31/2015","5/17/2015","N","1 South Main Street","SULLIVAN BANCSHARES, INC.","2","0","0","8","1","Moultrie","","","4/5/1905","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.firstsullivan.com","21","62055","15222","12758","4214","0","39232","628","0","611","296","0","2480","62055","56205","55956","44856","55956","87.9040760529655","0","0","0","0","249","5850","5850","0","367","900","4583","0","927","0","180","56204","13237","60893","60893","36892","61373","1765","1003","0","762","252","964","0","0","4154","5843","463","4154","0"
"6706","0","553926","4226693","The First National Bank of Sycamore","Sycamore","OH","44882","3/31/2015","5/17/2015","N","141 S Sycamore Ave","FNB BANCSHARES, INC.","3","0","0","8","0","Wyandot","","","7/1/1919","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.fnbsycamore.com","24","119169","2883","1654","59243","676","50564","716","0","619","0","1579","3605","119169","103492","95083","84572","95083","87.2548504127451","0","0","7482","0","927","15677","15677","0","1200","1200","13277","0","428","0","828","112137","77714","118728.5","118728.5","60377","116710","1985","1985","0","0","7012","440","7482","0","5354","14095","737","5354","0"
"4779","10633","543459","4442699","The First National Bank of Syracuse","Syracuse","KS","67878","3/31/2015","5/17/2015","N","111 South Main Street","LEGACY FINANCIAL, INC.","4","0","0","2","0","Hamilton","","","2/10/1906","1/1/1934","1/1/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.fnb-windmill.com","48","246509","6563","5541","55244","0","174848","1534","0","3859","51","1991","3953","246509","219536","216175","182111","216175","66.7113653283271","2108","0","0","0","1253","26973","26973","0","2500","20449","4024","0","1117","0","2066","235633","114303","255692.5","255692.5","191360","247304","0","0","0","0","19142","4621","0","994","31514","24231","1609","31514","0"
"5546","0","467265","1830473","The First National Bank of Tahoka","Tahoka","TX","79373","3/31/2015","5/17/2015","N","1605 South First Street","TAHOKA FIRST BANCORP, INC.","1","0","0","2","1","Lynn","31180","Lubbock, TX","1/1/1907","1/1/1934","11/25/2009","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.fnbtahoka.com","11","54382","21662","20026","18598","0","13537","253","0","375","0","0","210","54382","48475","48420","35738","48420","90.3285085998637","0","0","0","0","55","5907","5907","0","400","400","5107","0","321","0","148","52161","8974","55799","55799","18725","57983","0","0","0","0","2999","204","0","0","4998","5797","234","4998","0"
"2832","14230","257233","1135356","The First National Bank of Talladega","Talladega","AL","35160","3/31/2015","5/17/2015","N","120 East North Street","FIRST NATIONAL TALLADEGA CORPORATION","3","0","0","4","0","Talladega","","","1/1/1848","1/1/1934","2/24/2011","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.fnbtalladega.com","44","402703","8987","4316","215183","0","155125","2208","0","6489","2678","0","14241","402703","345310","311949","261902","311949","69.2288215988924","0","0","30000","0","3361","57393","57393","0","1219","1259","54915","0","1160","0","1976","374624","189976","405769.5","405769.5","221517","404915","8031","3389","4642","0","46327","3936","30000","0","22378","54281","2269","22378","0"
"4209","14735","328058","1057636","The First National Bank of Thomas","Thomas","OK","73669","3/31/2015","5/17/2015","N","301 West Broadway","FIRST THOMAS BAN CORP.","1","0","0","4","1","Custer","","","5/28/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.fnbthomas.com","10","42976","3802","3081","13468","2995","21505","359","0","7","0","0","1199","42976","36681","36663","31037","36663","93.5452242830297","0","0","0","0","18","6295","6295","0","500","500","5295","0","150","0","299","41049","9266","42667","42667","29589","42810","727","727","0","0","1328","533","0","0","2804","6302","359","2804","0"
"5556","0","476968","1357112","The First National Bank of Throckmorton","Throckmorton","TX","76483","3/31/2015","5/17/2015","N","210 North Minter","THROCKMORTON BANCSHARES, INC.","1","0","0","2","1","Throckmorton","","","10/28/1901","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.fnbthrockmorton.com","6","35357","16253","14711","1752","0","17019","140","0","35","0","0","298","35357","32493","32411","25212","32411","81.1576772442718","0","0","0","0","82","2864","2864","0","75","200","2589","0","298","0","224","33482","1854","35897","35897","18921","35652","0","0","0","0","1151","1607","0","0","7065","2866","140","7065","0"
"5557","0","193162","0","The First National Bank of Tom Bean","Tom Bean","TX","75489","3/31/2015","5/17/2015","N","109 S Britton St","","3","0","1","8","1","Grayson","43300","Sherman-Denison, TX","9/22/1906","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","WWW.FNBTB.COM","24","68321","4576","2458","14801","5041","41091","671","0","1682","482","141","507","68321","62527","62433","45535","62433","88.7388902233966","0","0","0","0","94","5794","5794","0","1500","100","4194","0","94","0","352","63391","23308","67165.5","67165.5","38162","66292","0","0","0","0","3556","4309","0","0","4212","5638","480","4212","0"
"5558","12165","419460","2344977","The First National Bank of Trenton","Trenton","TX","75490","3/31/2015","5/17/2015","N","106 Hamilton Square","TRENTON BANKSHARES, INC.","5","0","0","5","0","Fannin","","","1/1/1901","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.fnbtrenton.com","75","163260","4527","581","77673","0","68763","738","0","3019","182","1204","7892","163260","146994","133547","94818","133547","88.4297458781952","3981","0","7831","0","1635","16266","16266","0","440","6175","9651","0","1176","305","410","147017","120086","161645","161645","80884","159596","4445","1914","0","2531","6878","814","7831","19923","7276","16058","833","7276","113654"
"5559","0","479567","0","The First National Bank of Trinity","Trinity","TX","75862","3/31/2015","5/17/2015","N","105 South Robb Street","","2","0","0","7","1","Trinity","","","9/11/1911","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.fnbtrinity.com","17","56372","3240","2264","31411","0","19319","236","0","458","185","0","1759","56372","51405","51295","31055","51295","91.6846968013567","0","0","0","0","110","4967","4967","0","446","658","3863","0","84","0","180","52994","39809","55800.5","55800.5","25999","56480","1282","1282","0","0","641","779","0","0","1284","5121","236","1284","0"
"5076","11326","292850","1128321","The First National Bank of Wakefield","Wakefield","MI","49968","3/31/2015","5/17/2015","N","401 Sunday Lake Street","WAKEFIELD BANCORPORATION, INC.","2","0","0","8","1","Gogebic","","","1/1/1910","1/1/1934","4/22/2013","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","http://www.fnbwakefieldmi.com","15","48577","5321","3224","19674","1805","19917","328","0","739","721","0","400","48577","43766","43696","33904","43696","91.0198948090556","0","0","0","0","70","4811","4811","0","49","198","4564","0","163","0","206","44620","14865","47690","47690","22686","48072","0","0","0","0","1325","1282","0","0","298","4784","283","298","0"
"5269","0","805755","1126318","The First National Bank of Walker","Walker","MN","56484","3/31/2015","5/17/2015","N","600 Minnesota Ave. W","WALKER BAN CO.","7","0","0","4","1","Cass","","","12/1/1902","1/1/1934","4/9/2015","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","www.fnbwalker.com","81","366943","11847","6443","100539","21100","223726","3050","0","2570","1372","2506","3283","366943","326863","321571","288158","321571","90.755461636471","4680","0","0","0","612","40080","40080","0","400","200","39480","0","2868","0","1553","351808","5165","367684.5","367684.5","230509","365835","0","0","0","0","20084","1923","0","513","23111","38852","2868","23111","0"
"5270","11110","837354","1122534","The First National Bank of Waseca","Waseca","MN","56093","3/31/2015","5/17/2015","N","101 North State Street","FRANKSON INVESTMENT CORPORATION","3","0","0","4","1","Waseca","","","12/18/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","fnbwaseca.com","38","124807","11408","7421","6099","0","97396","1415","0","2076","0","1626","6202","124807","112368","109256","86627","109256","85.9850529185229","0","0","1935","0","1177","12439","12439","0","200","5543","6696","0","269","0","558","110916","69057","127732","127732","114652","124844","3016","3016","0","0","3532","2002","1935","0","10912","11276","1415","10912","0"
"4792","52435","209559","1055584","The First National Bank of Washington","Washington","KS","66968","3/31/2015","5/17/2015","N","101 C Street","WASHINGTON 1ST BANCO, INC.","1","0","0","2","0","Washington","","","1/1/1883","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.fnbwashington.com","12","80275","10653","8426","35395","3075","28379","965","0","302","0","0","2471","80275","63770","55132","45298","55132","74.5551085498895","7205","0","1000","0","433","16505","16505","0","100","200","16205","0","71","0","357","75275","5247","82667.5","82667.5","46712","80342","1895","1895","0","0","8315","1792","1000","0","1707","16266","589","1707","0"
"6725","0","263627","3015612","The First National Bank of Waverly","Waverly","OH","45690","3/31/2015","5/17/2015","N","107 North Market","CENTRAL OHIO BANCORP","6","0","0","8","0","Pike","","","1/1/1901","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.thefirstnational.com","40","170763","32800","30261","29242","19191","76684","553","0","1280","419","0","11147","170763","155089","152144","121681","152144","63.9635376617573","0","0","0","0","2945","15674","15674","0","2500","2500","10674","0","2951","0","246","155378","24770","167494.5","167494.5","92458","163807","8101","7199","0","902","7120","5510","0","0","14363","14920","553","14363","0"
